id_artigo,loja,qtd_disponivel,distrito
132,"Nosso Shopping",20,"Vila Real"
132,"Palácio do Gelo",11,Viseu
132,"Santa Catarina",30,Porto
132,"Vasgo da Gama",26,Lisboa
133,Aeroporto,14,Lisboa
133,Amoreiras,6,Lisboa
133,"Braga Parque",19,Braga
133,"CC Setúbal",1,Setúbal
133,Colombo,27,Lisboa
133,"Estação Viana",16,"Viana do Castelo"
133,"Évora Plaza",16,Évora
133,"Fórum Algarve",2,Faro
133,"Fórum Aveiro",0,Aveiro
133,"Fórum Coimbra",0,Coimbra
133,"Gaia Shopping",31,Porto
133,"Leiria Shopping",13,Leiria
133,"Norte Shopping",19,Porto
133,"Nosso Shopping",31,"Vila Real"
133,"Palácio do Gelo",28,Viseu
133,"Santa Catarina",12,Porto
133,"Vasgo da Gama",16,Lisboa
134,Aeroporto,0,Lisboa
134,Amoreiras,0,Lisboa
134,"Braga Parque",19,Braga
134,"CC Setúbal",17,Setúbal
134,Colombo,3,Lisboa
134,"Estação Viana",12,"Viana do Castelo"
134,"Évora Plaza",1,Évora
134,"Fórum Algarve",20,Faro
134,"Fórum Aveiro",11,Aveiro
134,"Fórum Coimbra",31,Coimbra
134,"Gaia Shopping",3,Porto
134,"Leiria Shopping",12,Leiria
134,"Norte Shopping",22,Porto
134,"Nosso Shopping",18,"Vila Real"
134,"Palácio do Gelo",0,Viseu
134,"Santa Catarina",5,Porto
134,"Vasgo da Gama",24,Lisboa
135,Aeroporto,6,Lisboa
135,Amoreiras,0,Lisboa
135,"Braga Parque",5,Braga
135,"CC Setúbal",30,Setúbal
135,Colombo,27,Lisboa
135,"Estação Viana",2,"Viana do Castelo"
135,"Évora Plaza",31,Évora
135,"Fórum Algarve",13,Faro
135,"Fórum Aveiro",28,Aveiro
135,"Fórum Coimbra",28,Coimbra
135,"Gaia Shopping",29,Porto
135,"Leiria Shopping",28,Leiria
135,"Norte Shopping",6,Porto
135,"Nosso Shopping",0,"Vila Real"
135,"Palácio do Gelo",9,Viseu
135,"Santa Catarina",4,Porto
135,"Vasgo da Gama",2,Lisboa
136,Aeroporto,20,Lisboa
136,Amoreiras,3,Lisboa
136,"Braga Parque",28,Braga
136,"CC Setúbal",14,Setúbal
136,Colombo,15,Lisboa
136,"Estação Viana",0,"Viana do Castelo"
136,"Évora Plaza",0,Évora
136,"Fórum Algarve",0,Faro
136,"Fórum Aveiro",7,Aveiro
136,"Fórum Coimbra",0,Coimbra
136,"Gaia Shopping",3,Porto
136,"Leiria Shopping",6,Leiria
136,"Norte Shopping",0,Porto
136,"Nosso Shopping",27,"Vila Real"
136,"Palácio do Gelo",17,Viseu
136,"Santa Catarina",18,Porto
136,"Vasgo da Gama",9,Lisboa
137,Aeroporto,27,Lisboa
137,Amoreiras,3,Lisboa
137,"Braga Parque",5,Braga
137,"CC Setúbal",0,Setúbal
137,Colombo,18,Lisboa
137,"Estação Viana",15,"Viana do Castelo"
137,"Évora Plaza",13,Évora
137,"Fórum Algarve",29,Faro
137,"Fórum Aveiro",11,Aveiro
137,"Fórum Coimbra",31,Coimbra
137,"Gaia Shopping",6,Porto
137,"Leiria Shopping",22,Leiria
137,"Norte Shopping",7,Porto
137,"Nosso Shopping",12,"Vila Real"
137,"Palácio do Gelo",28,Viseu
137,"Santa Catarina",17,Porto
137,"Vasgo da Gama",27,Lisboa
138,Aeroporto,1,Lisboa
138,Amoreiras,29,Lisboa
138,"Braga Parque",7,Braga
138,"CC Setúbal",0,Setúbal
138,Colombo,3,Lisboa
138,"Estação Viana",31,"Viana do Castelo"
138,"Évora Plaza",25,Évora
138,"Fórum Algarve",0,Faro
138,"Fórum Aveiro",21,Aveiro
138,"Fórum Coimbra",17,Coimbra
138,"Gaia Shopping",13,Porto
138,"Leiria Shopping",15,Leiria
138,"Norte Shopping",9,Porto
138,"Nosso Shopping",12,"Vila Real"
138,"Palácio do Gelo",0,Viseu
138,"Santa Catarina",14,Porto
138,"Vasgo da Gama",7,Lisboa
139,Aeroporto,23,Lisboa
139,Amoreiras,0,Lisboa
139,"Braga Parque",0,Braga
139,"CC Setúbal",14,Setúbal
139,Colombo,30,Lisboa
139,"Estação Viana",11,"Viana do Castelo"
139,"Évora Plaza",10,Évora
139,"Fórum Algarve",15,Faro
139,"Fórum Aveiro",0,Aveiro
139,"Fórum Coimbra",24,Coimbra
139,"Gaia Shopping",31,Porto
139,"Leiria Shopping",8,Leiria
139,"Norte Shopping",8,Porto
139,"Nosso Shopping",2,"Vila Real"
139,"Palácio do Gelo",15,Viseu
139,"Santa Catarina",7,Porto
139,"Vasgo da Gama",11,Lisboa
140,Aeroporto,5,Lisboa
140,Amoreiras,0,Lisboa
140,"Braga Parque",16,Braga
140,"CC Setúbal",5,Setúbal
140,Colombo,15,Lisboa
140,"Estação Viana",6,"Viana do Castelo"
140,"Évora Plaza",23,Évora
140,"Fórum Algarve",29,Faro
140,"Fórum Aveiro",15,Aveiro
140,"Fórum Coimbra",0,Coimbra
140,"Gaia Shopping",10,Porto
140,"Leiria Shopping",11,Leiria
140,"Norte Shopping",14,Porto
140,"Nosso Shopping",23,"Vila Real"
140,"Palácio do Gelo",0,Viseu
140,"Santa Catarina",10,Porto
140,"Vasgo da Gama",28,Lisboa
141,Aeroporto,4,Lisboa
141,Amoreiras,14,Lisboa
141,"Braga Parque",14,Braga
141,"CC Setúbal",12,Setúbal
141,Colombo,29,Lisboa
141,"Estação Viana",0,"Viana do Castelo"
141,"Évora Plaza",27,Évora
141,"Fórum Algarve",18,Faro
141,"Fórum Aveiro",16,Aveiro
141,"Fórum Coimbra",6,Coimbra
141,"Gaia Shopping",25,Porto
141,"Leiria Shopping",12,Leiria
141,"Norte Shopping",22,Porto
141,"Nosso Shopping",12,"Vila Real"
141,"Palácio do Gelo",15,Viseu
141,"Santa Catarina",9,Porto
141,"Vasgo da Gama",12,Lisboa
142,Aeroporto,13,Lisboa
142,Amoreiras,10,Lisboa
142,"Braga Parque",22,Braga
142,"CC Setúbal",0,Setúbal
142,Colombo,0,Lisboa
142,"Estação Viana",0,"Viana do Castelo"
142,"Évora Plaza",26,Évora
142,"Fórum Algarve",0,Faro
142,"Fórum Aveiro",0,Aveiro
142,"Fórum Coimbra",21,Coimbra
142,"Gaia Shopping",10,Porto
142,"Leiria Shopping",12,Leiria
142,"Norte Shopping",10,Porto
142,"Nosso Shopping",14,"Vila Real"
142,"Palácio do Gelo",7,Viseu
142,"Santa Catarina",14,Porto
142,"Vasgo da Gama",17,Lisboa
143,Aeroporto,25,Lisboa
143,Amoreiras,30,Lisboa
143,"Braga Parque",1,Braga
143,"CC Setúbal",11,Setúbal
143,Colombo,13,Lisboa
143,"Estação Viana",9,"Viana do Castelo"
143,"Évora Plaza",9,Évora
143,"Fórum Algarve",14,Faro
143,"Fórum Aveiro",13,Aveiro
143,"Fórum Coimbra",30,Coimbra
143,"Gaia Shopping",11,Porto
143,"Leiria Shopping",5,Leiria
143,"Norte Shopping",23,Porto
143,"Nosso Shopping",16,"Vila Real"
143,"Palácio do Gelo",16,Viseu
143,"Santa Catarina",31,Porto
143,"Vasgo da Gama",0,Lisboa
144,Aeroporto,18,Lisboa
144,Amoreiras,24,Lisboa
144,"Braga Parque",26,Braga
144,"CC Setúbal",16,Setúbal
144,Colombo,22,Lisboa
144,"Estação Viana",28,"Viana do Castelo"
144,"Évora Plaza",18,Évora
144,"Fórum Algarve",18,Faro
144,"Fórum Aveiro",8,Aveiro
144,"Fórum Coimbra",15,Coimbra
144,"Gaia Shopping",3,Porto
144,"Leiria Shopping",0,Leiria
144,"Norte Shopping",7,Porto
144,"Nosso Shopping",11,"Vila Real"
144,"Palácio do Gelo",14,Viseu
144,"Santa Catarina",25,Porto
144,"Vasgo da Gama",19,Lisboa
145,Aeroporto,26,Lisboa
145,Amoreiras,7,Lisboa
145,"Braga Parque",7,Braga
145,"CC Setúbal",6,Setúbal
145,Colombo,28,Lisboa
145,"Estação Viana",19,"Viana do Castelo"
145,"Évora Plaza",22,Évora
145,"Fórum Algarve",23,Faro
145,"Fórum Aveiro",8,Aveiro
145,"Fórum Coimbra",13,Coimbra
145,"Gaia Shopping",20,Porto
145,"Leiria Shopping",9,Leiria
145,"Norte Shopping",5,Porto
145,"Nosso Shopping",15,"Vila Real"
145,"Palácio do Gelo",23,Viseu
145,"Santa Catarina",5,Porto
145,"Vasgo da Gama",26,Lisboa
146,Aeroporto,5,Lisboa
146,Amoreiras,31,Lisboa
146,"Braga Parque",18,Braga
146,"CC Setúbal",8,Setúbal
146,Colombo,11,Lisboa
146,"Estação Viana",5,"Viana do Castelo"
146,"Évora Plaza",2,Évora
146,"Fórum Algarve",24,Faro
146,"Fórum Aveiro",4,Aveiro
146,"Fórum Coimbra",6,Coimbra
146,"Gaia Shopping",15,Porto
146,"Leiria Shopping",20,Leiria
146,"Norte Shopping",21,Porto
146,"Nosso Shopping",25,"Vila Real"
146,"Palácio do Gelo",6,Viseu
146,"Santa Catarina",27,Porto
146,"Vasgo da Gama",2,Lisboa
147,Aeroporto,0,Lisboa
147,Amoreiras,24,Lisboa
147,"Braga Parque",9,Braga
147,"CC Setúbal",27,Setúbal
147,Colombo,4,Lisboa
147,"Estação Viana",0,"Viana do Castelo"
147,"Évora Plaza",31,Évora
147,"Fórum Algarve",30,Faro
147,"Fórum Aveiro",20,Aveiro
147,"Fórum Coimbra",6,Coimbra
147,"Gaia Shopping",25,Porto
147,"Leiria Shopping",30,Leiria
147,"Norte Shopping",8,Porto
147,"Nosso Shopping",0,"Vila Real"
147,"Palácio do Gelo",11,Viseu
147,"Santa Catarina",29,Porto
147,"Vasgo da Gama",16,Lisboa
148,Aeroporto,16,Lisboa
148,Amoreiras,25,Lisboa
148,"Braga Parque",0,Braga
148,"CC Setúbal",0,Setúbal
148,Colombo,0,Lisboa
148,"Estação Viana",30,"Viana do Castelo"
148,"Évora Plaza",0,Évora
148,"Fórum Algarve",14,Faro
148,"Fórum Aveiro",13,Aveiro
148,"Fórum Coimbra",28,Coimbra
148,"Gaia Shopping",20,Porto
148,"Leiria Shopping",18,Leiria
148,"Norte Shopping",3,Porto
148,"Nosso Shopping",8,"Vila Real"
148,"Palácio do Gelo",7,Viseu
148,"Santa Catarina",15,Porto
148,"Vasgo da Gama",0,Lisboa
149,Aeroporto,0,Lisboa
149,Amoreiras,0,Lisboa
149,"Braga Parque",30,Braga
149,"CC Setúbal",22,Setúbal
149,Colombo,26,Lisboa
149,"Estação Viana",17,"Viana do Castelo"
149,"Évora Plaza",0,Évora
149,"Fórum Algarve",15,Faro
149,"Fórum Aveiro",3,Aveiro
149,"Fórum Coimbra",1,Coimbra
149,"Gaia Shopping",25,Porto
149,"Leiria Shopping",0,Leiria
149,"Norte Shopping",7,Porto
149,"Nosso Shopping",0,"Vila Real"
149,"Palácio do Gelo",1,Viseu
149,"Santa Catarina",19,Porto
149,"Vasgo da Gama",6,Lisboa
150,Aeroporto,7,Lisboa
150,Amoreiras,8,Lisboa
150,"Braga Parque",0,Braga
150,"CC Setúbal",30,Setúbal
150,Colombo,27,Lisboa
150,"Estação Viana",4,"Viana do Castelo"
150,"Évora Plaza",26,Évora
150,"Fórum Algarve",6,Faro
150,"Fórum Aveiro",20,Aveiro
150,"Fórum Coimbra",9,Coimbra
150,"Gaia Shopping",0,Porto
150,"Leiria Shopping",31,Leiria
150,"Norte Shopping",14,Porto
150,"Nosso Shopping",13,"Vila Real"
150,"Palácio do Gelo",23,Viseu
150,"Santa Catarina",24,Porto
150,"Vasgo da Gama",16,Lisboa
151,Aeroporto,0,Lisboa
151,Amoreiras,11,Lisboa
151,"Braga Parque",18,Braga
151,"CC Setúbal",26,Setúbal
151,Colombo,0,Lisboa
151,"Estação Viana",10,"Viana do Castelo"
151,"Évora Plaza",18,Évora
151,"Fórum Algarve",24,Faro
151,"Fórum Aveiro",25,Aveiro
151,"Fórum Coimbra",7,Coimbra
151,"Gaia Shopping",17,Porto
151,"Leiria Shopping",18,Leiria
151,"Norte Shopping",9,Porto
151,"Nosso Shopping",20,"Vila Real"
151,"Palácio do Gelo",1,Viseu
151,"Santa Catarina",13,Porto
151,"Vasgo da Gama",14,Lisboa
152,Aeroporto,27,Lisboa
152,Amoreiras,17,Lisboa
152,"Braga Parque",0,Braga
152,"CC Setúbal",24,Setúbal
152,Colombo,0,Lisboa
152,"Estação Viana",0,"Viana do Castelo"
152,"Évora Plaza",23,Évora
152,"Fórum Algarve",9,Faro
152,"Fórum Aveiro",25,Aveiro
152,"Fórum Coimbra",10,Coimbra
152,"Gaia Shopping",0,Porto
152,"Leiria Shopping",31,Leiria
152,"Norte Shopping",15,Porto
152,"Nosso Shopping",26,"Vila Real"
152,"Palácio do Gelo",6,Viseu
152,"Santa Catarina",14,Porto
152,"Vasgo da Gama",0,Lisboa
153,Aeroporto,18,Lisboa
153,Amoreiras,16,Lisboa
153,"Braga Parque",0,Braga
153,"CC Setúbal",15,Setúbal
153,Colombo,11,Lisboa
153,"Estação Viana",0,"Viana do Castelo"
153,"Évora Plaza",5,Évora
153,"Fórum Algarve",10,Faro
153,"Fórum Aveiro",18,Aveiro
153,"Fórum Coimbra",3,Coimbra
153,"Gaia Shopping",15,Porto
153,"Leiria Shopping",17,Leiria
153,"Norte Shopping",17,Porto
153,"Nosso Shopping",4,"Vila Real"
153,"Palácio do Gelo",4,Viseu
153,"Santa Catarina",0,Porto
153,"Vasgo da Gama",8,Lisboa
154,Aeroporto,16,Lisboa
154,Amoreiras,17,Lisboa
154,"Braga Parque",0,Braga
154,"CC Setúbal",0,Setúbal
154,Colombo,7,Lisboa
154,"Estação Viana",0,"Viana do Castelo"
154,"Évora Plaza",0,Évora
154,"Fórum Algarve",7,Faro
154,"Fórum Aveiro",13,Aveiro
154,"Fórum Coimbra",5,Coimbra
154,"Gaia Shopping",0,Porto
154,"Leiria Shopping",22,Leiria
154,"Norte Shopping",14,Porto
154,"Nosso Shopping",4,"Vila Real"
154,"Palácio do Gelo",0,Viseu
154,"Santa Catarina",9,Porto
154,"Vasgo da Gama",0,Lisboa
155,Aeroporto,3,Lisboa
155,Amoreiras,25,Lisboa
155,"Braga Parque",23,Braga
155,"CC Setúbal",0,Setúbal
155,Colombo,20,Lisboa
155,"Estação Viana",22,"Viana do Castelo"
155,"Évora Plaza",14,Évora
155,"Fórum Algarve",13,Faro
155,"Fórum Aveiro",1,Aveiro
155,"Fórum Coimbra",3,Coimbra
155,"Gaia Shopping",8,Porto
155,"Leiria Shopping",15,Leiria
155,"Norte Shopping",2,Porto
155,"Nosso Shopping",14,"Vila Real"
155,"Palácio do Gelo",16,Viseu
155,"Santa Catarina",28,Porto
155,"Vasgo da Gama",16,Lisboa
156,Aeroporto,5,Lisboa
156,Amoreiras,0,Lisboa
156,"Braga Parque",31,Braga
156,"CC Setúbal",2,Setúbal
156,Colombo,9,Lisboa
156,"Estação Viana",0,"Viana do Castelo"
156,"Évora Plaza",19,Évora
156,"Fórum Algarve",11,Faro
156,"Fórum Aveiro",26,Aveiro
156,"Fórum Coimbra",1,Coimbra
156,"Gaia Shopping",19,Porto
156,"Leiria Shopping",25,Leiria
156,"Norte Shopping",0,Porto
156,"Nosso Shopping",0,"Vila Real"
156,"Palácio do Gelo",4,Viseu
156,"Santa Catarina",0,Porto
156,"Vasgo da Gama",12,Lisboa
157,Aeroporto,8,Lisboa
157,Amoreiras,5,Lisboa
157,"Braga Parque",23,Braga
157,"CC Setúbal",14,Setúbal
157,Colombo,0,Lisboa
157,"Estação Viana",23,"Viana do Castelo"
157,"Évora Plaza",26,Évora
157,"Fórum Algarve",18,Faro
157,"Fórum Aveiro",0,Aveiro
157,"Fórum Coimbra",6,Coimbra
157,"Gaia Shopping",8,Porto
157,"Leiria Shopping",13,Leiria
157,"Norte Shopping",2,Porto
157,"Nosso Shopping",22,"Vila Real"
157,"Palácio do Gelo",0,Viseu
157,"Santa Catarina",1,Porto
157,"Vasgo da Gama",3,Lisboa
158,Aeroporto,25,Lisboa
158,Amoreiras,5,Lisboa
158,"Braga Parque",0,Braga
158,"CC Setúbal",10,Setúbal
158,Colombo,18,Lisboa
158,"Estação Viana",31,"Viana do Castelo"
158,"Évora Plaza",30,Évora
158,"Fórum Algarve",14,Faro
158,"Fórum Aveiro",7,Aveiro
158,"Fórum Coimbra",24,Coimbra
158,"Gaia Shopping",0,Porto
158,"Leiria Shopping",31,Leiria
158,"Norte Shopping",12,Porto
158,"Nosso Shopping",18,"Vila Real"
158,"Palácio do Gelo",22,Viseu
158,"Santa Catarina",24,Porto
158,"Vasgo da Gama",5,Lisboa
159,Aeroporto,15,Lisboa
159,Amoreiras,0,Lisboa
159,"Braga Parque",10,Braga
159,"CC Setúbal",6,Setúbal
159,Colombo,16,Lisboa
159,"Estação Viana",9,"Viana do Castelo"
159,"Évora Plaza",14,Évora
159,"Fórum Algarve",1,Faro
159,"Fórum Aveiro",20,Aveiro
159,"Fórum Coimbra",13,Coimbra
159,"Gaia Shopping",6,Porto
159,"Leiria Shopping",0,Leiria
159,"Norte Shopping",28,Porto
159,"Nosso Shopping",14,"Vila Real"
159,"Palácio do Gelo",3,Viseu
159,"Santa Catarina",0,Porto
159,"Vasgo da Gama",15,Lisboa
160,Aeroporto,19,Lisboa
160,Amoreiras,28,Lisboa
160,"Braga Parque",16,Braga
160,"CC Setúbal",21,Setúbal
160,Colombo,25,Lisboa
160,"Estação Viana",22,"Viana do Castelo"
160,"Évora Plaza",0,Évora
160,"Fórum Algarve",10,Faro
160,"Fórum Aveiro",1,Aveiro
160,"Fórum Coimbra",22,Coimbra
160,"Gaia Shopping",31,Porto
160,"Leiria Shopping",0,Leiria
160,"Norte Shopping",1,Porto
160,"Nosso Shopping",6,"Vila Real"
160,"Palácio do Gelo",21,Viseu
160,"Santa Catarina",26,Porto
160,"Vasgo da Gama",24,Lisboa
161,Aeroporto,9,Lisboa
161,Amoreiras,19,Lisboa
161,"Braga Parque",11,Braga
161,"CC Setúbal",28,Setúbal
161,Colombo,7,Lisboa
161,"Estação Viana",28,"Viana do Castelo"
161,"Évora Plaza",14,Évora
161,"Fórum Algarve",19,Faro
161,"Fórum Aveiro",6,Aveiro
161,"Fórum Coimbra",0,Coimbra
161,"Gaia Shopping",0,Porto
161,"Leiria Shopping",26,Leiria
161,"Norte Shopping",8,Porto
161,"Nosso Shopping",3,"Vila Real"
161,"Palácio do Gelo",13,Viseu
161,"Santa Catarina",14,Porto
161,"Vasgo da Gama",20,Lisboa
162,Aeroporto,4,Lisboa
162,Amoreiras,6,Lisboa
162,"Braga Parque",2,Braga
162,"CC Setúbal",30,Setúbal
162,Colombo,30,Lisboa
162,"Estação Viana",23,"Viana do Castelo"
162,"Évora Plaza",28,Évora
162,"Fórum Algarve",3,Faro
162,"Fórum Aveiro",29,Aveiro
162,"Fórum Coimbra",17,Coimbra
162,"Gaia Shopping",0,Porto
162,"Leiria Shopping",4,Leiria
162,"Norte Shopping",18,Porto
162,"Nosso Shopping",30,"Vila Real"
162,"Palácio do Gelo",0,Viseu
162,"Santa Catarina",9,Porto
162,"Vasgo da Gama",9,Lisboa
163,Aeroporto,11,Lisboa
163,Amoreiras,26,Lisboa
163,"Braga Parque",7,Braga
163,"CC Setúbal",7,Setúbal
163,Colombo,4,Lisboa
163,"Estação Viana",20,"Viana do Castelo"
163,"Évora Plaza",16,Évora
163,"Fórum Algarve",3,Faro
163,"Fórum Aveiro",16,Aveiro
163,"Fórum Coimbra",6,Coimbra
163,"Gaia Shopping",9,Porto
163,"Leiria Shopping",3,Leiria
163,"Norte Shopping",23,Porto
163,"Nosso Shopping",18,"Vila Real"
163,"Palácio do Gelo",11,Viseu
163,"Santa Catarina",30,Porto
163,"Vasgo da Gama",31,Lisboa
164,Aeroporto,27,Lisboa
164,Amoreiras,28,Lisboa
164,"Braga Parque",6,Braga
164,"CC Setúbal",30,Setúbal
164,Colombo,22,Lisboa
164,"Estação Viana",15,"Viana do Castelo"
164,"Évora Plaza",15,Évora
164,"Fórum Algarve",7,Faro
164,"Fórum Aveiro",1,Aveiro
164,"Fórum Coimbra",6,Coimbra
164,"Gaia Shopping",2,Porto
164,"Leiria Shopping",9,Leiria
164,"Norte Shopping",2,Porto
164,"Nosso Shopping",16,"Vila Real"
164,"Palácio do Gelo",11,Viseu
164,"Santa Catarina",27,Porto
164,"Vasgo da Gama",17,Lisboa
165,Aeroporto,14,Lisboa
165,Amoreiras,9,Lisboa
165,"Braga Parque",30,Braga
165,"CC Setúbal",4,Setúbal
165,Colombo,10,Lisboa
165,"Estação Viana",25,"Viana do Castelo"
165,"Évora Plaza",0,Évora
165,"Fórum Algarve",11,Faro
165,"Fórum Aveiro",0,Aveiro
165,"Fórum Coimbra",0,Coimbra
165,"Gaia Shopping",12,Porto
165,"Leiria Shopping",3,Leiria
165,"Norte Shopping",16,Porto
165,"Nosso Shopping",6,"Vila Real"
165,"Palácio do Gelo",5,Viseu
165,"Santa Catarina",20,Porto
165,"Vasgo da Gama",0,Lisboa
166,Aeroporto,21,Lisboa
166,Amoreiras,26,Lisboa
166,"Braga Parque",28,Braga
166,"CC Setúbal",0,Setúbal
166,Colombo,4,Lisboa
166,"Estação Viana",0,"Viana do Castelo"
166,"Évora Plaza",28,Évora
166,"Fórum Algarve",9,Faro
166,"Fórum Aveiro",10,Aveiro
166,"Fórum Coimbra",22,Coimbra
166,"Gaia Shopping",31,Porto
166,"Leiria Shopping",4,Leiria
166,"Norte Shopping",27,Porto
166,"Nosso Shopping",16,"Vila Real"
166,"Palácio do Gelo",12,Viseu
166,"Santa Catarina",0,Porto
166,"Vasgo da Gama",0,Lisboa
167,Aeroporto,0,Lisboa
167,Amoreiras,26,Lisboa
167,"Braga Parque",8,Braga
167,"CC Setúbal",23,Setúbal
167,Colombo,1,Lisboa
167,"Estação Viana",12,"Viana do Castelo"
167,"Évora Plaza",26,Évora
167,"Fórum Algarve",15,Faro
167,"Fórum Aveiro",16,Aveiro
167,"Fórum Coimbra",26,Coimbra
167,"Gaia Shopping",14,Porto
167,"Leiria Shopping",25,Leiria
167,"Norte Shopping",6,Porto
167,"Nosso Shopping",15,"Vila Real"
167,"Palácio do Gelo",3,Viseu
167,"Santa Catarina",31,Porto
167,"Vasgo da Gama",7,Lisboa
168,Aeroporto,13,Lisboa
168,Amoreiras,7,Lisboa
168,"Braga Parque",4,Braga
168,"CC Setúbal",21,Setúbal
168,Colombo,28,Lisboa
168,"Estação Viana",0,"Viana do Castelo"
168,"Évora Plaza",31,Évora
168,"Fórum Algarve",17,Faro
168,"Fórum Aveiro",28,Aveiro
168,"Fórum Coimbra",12,Coimbra
168,"Gaia Shopping",20,Porto
168,"Leiria Shopping",25,Leiria
168,"Norte Shopping",28,Porto
168,"Nosso Shopping",0,"Vila Real"
168,"Palácio do Gelo",31,Viseu
168,"Santa Catarina",12,Porto
168,"Vasgo da Gama",0,Lisboa
169,Aeroporto,18,Lisboa
169,Amoreiras,10,Lisboa
169,"Braga Parque",7,Braga
169,"CC Setúbal",30,Setúbal
169,Colombo,29,Lisboa
169,"Estação Viana",8,"Viana do Castelo"
169,"Évora Plaza",9,Évora
169,"Fórum Algarve",25,Faro
169,"Fórum Aveiro",7,Aveiro
169,"Fórum Coimbra",6,Coimbra
169,"Gaia Shopping",12,Porto
169,"Leiria Shopping",19,Leiria
169,"Norte Shopping",21,Porto
169,"Nosso Shopping",14,"Vila Real"
169,"Palácio do Gelo",1,Viseu
169,"Santa Catarina",10,Porto
169,"Vasgo da Gama",13,Lisboa
170,Aeroporto,20,Lisboa
170,Amoreiras,18,Lisboa
170,"Braga Parque",0,Braga
170,"CC Setúbal",24,Setúbal
170,Colombo,2,Lisboa
170,"Estação Viana",21,"Viana do Castelo"
170,"Évora Plaza",13,Évora
170,"Fórum Algarve",14,Faro
170,"Fórum Aveiro",0,Aveiro
170,"Fórum Coimbra",17,Coimbra
170,"Gaia Shopping",8,Porto
170,"Leiria Shopping",3,Leiria
170,"Norte Shopping",5,Porto
170,"Nosso Shopping",19,"Vila Real"
170,"Palácio do Gelo",16,Viseu
170,"Santa Catarina",4,Porto
170,"Vasgo da Gama",27,Lisboa
171,Aeroporto,3,Lisboa
171,Amoreiras,0,Lisboa
171,"Braga Parque",0,Braga
171,"CC Setúbal",0,Setúbal
171,Colombo,27,Lisboa
171,"Estação Viana",11,"Viana do Castelo"
171,"Évora Plaza",10,Évora
171,"Fórum Algarve",30,Faro
171,"Fórum Aveiro",1,Aveiro
171,"Fórum Coimbra",19,Coimbra
171,"Gaia Shopping",20,Porto
171,"Leiria Shopping",17,Leiria
171,"Norte Shopping",23,Porto
171,"Nosso Shopping",9,"Vila Real"
171,"Palácio do Gelo",15,Viseu
171,"Santa Catarina",11,Porto
171,"Vasgo da Gama",0,Lisboa
172,Aeroporto,13,Lisboa
172,Amoreiras,26,Lisboa
172,"Braga Parque",25,Braga
172,"CC Setúbal",2,Setúbal
172,Colombo,2,Lisboa
172,"Estação Viana",12,"Viana do Castelo"
172,"Évora Plaza",19,Évora
172,"Fórum Algarve",30,Faro
172,"Fórum Aveiro",0,Aveiro
172,"Fórum Coimbra",22,Coimbra
172,"Gaia Shopping",21,Porto
172,"Leiria Shopping",27,Leiria
172,"Norte Shopping",25,Porto
172,"Nosso Shopping",0,"Vila Real"
172,"Palácio do Gelo",6,Viseu
172,"Santa Catarina",0,Porto
172,"Vasgo da Gama",3,Lisboa
173,Aeroporto,16,Lisboa
173,Amoreiras,16,Lisboa
173,"Braga Parque",11,Braga
173,"CC Setúbal",7,Setúbal
173,Colombo,0,Lisboa
173,"Estação Viana",29,"Viana do Castelo"
173,"Évora Plaza",0,Évora
173,"Fórum Algarve",27,Faro
173,"Fórum Aveiro",17,Aveiro
173,"Fórum Coimbra",5,Coimbra
173,"Gaia Shopping",15,Porto
173,"Leiria Shopping",9,Leiria
173,"Norte Shopping",18,Porto
173,"Nosso Shopping",18,"Vila Real"
173,"Palácio do Gelo",0,Viseu
173,"Santa Catarina",24,Porto
173,"Vasgo da Gama",21,Lisboa
174,Aeroporto,19,Lisboa
174,Amoreiras,14,Lisboa
174,"Braga Parque",4,Braga
174,"CC Setúbal",13,Setúbal
174,Colombo,0,Lisboa
174,"Estação Viana",7,"Viana do Castelo"
174,"Évora Plaza",4,Évora
174,"Fórum Algarve",0,Faro
174,"Fórum Aveiro",22,Aveiro
174,"Fórum Coimbra",28,Coimbra
174,"Gaia Shopping",21,Porto
174,"Leiria Shopping",19,Leiria
174,"Norte Shopping",5,Porto
174,"Nosso Shopping",18,"Vila Real"
174,"Palácio do Gelo",26,Viseu
174,"Santa Catarina",21,Porto
174,"Vasgo da Gama",12,Lisboa
175,Aeroporto,14,Lisboa
175,Amoreiras,0,Lisboa
175,"Braga Parque",17,Braga
175,"CC Setúbal",23,Setúbal
175,Colombo,5,Lisboa
175,"Estação Viana",23,"Viana do Castelo"
175,"Évora Plaza",0,Évora
175,"Fórum Algarve",26,Faro
175,"Fórum Aveiro",0,Aveiro
175,"Fórum Coimbra",0,Coimbra
175,"Gaia Shopping",7,Porto
175,"Leiria Shopping",9,Leiria
175,"Norte Shopping",24,Porto
175,"Nosso Shopping",19,"Vila Real"
175,"Palácio do Gelo",30,Viseu
175,"Santa Catarina",0,Porto
175,"Vasgo da Gama",0,Lisboa
176,Aeroporto,10,Lisboa
176,Amoreiras,27,Lisboa
176,"Braga Parque",0,Braga
176,"CC Setúbal",11,Setúbal
176,Colombo,0,Lisboa
176,"Estação Viana",5,"Viana do Castelo"
176,"Évora Plaza",16,Évora
176,"Fórum Algarve",14,Faro
176,"Fórum Aveiro",0,Aveiro
176,"Fórum Coimbra",24,Coimbra
176,"Gaia Shopping",20,Porto
176,"Leiria Shopping",8,Leiria
